ocean,numCycl,year,name,numTrcks,yearTrck,monthTrck,dayTrck,hourTrck,minutsTrck,recordId,statusSys,latitude,longitude,maxSustWin,minPress,34ktNE,34ktSE,34ktSW,34ktNW,50ktNE,50ktSE,50ktSW,50ktNW,64ktNE,64ktSE,64ktSW,64ktNW,radMaxWind
EP,05,1972,ESTELLE,31,1972,08,18,00,0,N/A, TS, 16.4,- 121.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,18,06,0,N/A, TS, 16.5,- 121.5,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,18,12,0,N/A, TS, 16.6,- 121.6,  55, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,18,18,0,N/A, TS, 16.7,- 121.7,  55, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,19,00,0,N/A, TS, 16.8,- 121.9,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,19,06,0,N/A, TS, 17.1,- 122.2,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,19,12,0,N/A, TS, 17.7,- 122.6,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,19,18,0,N/A, HU, 18.3,- 123.0,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,20,00,0,N/A, HU, 18.9,- 123.3,  70, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,20,06,0,N/A, HU, 19.5,- 123.7,  70, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,20,12,0,N/A, HU, 20.0,- 124.1,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,20,18,0,N/A, TS, 21.0,- 125.2,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,21,00,0,N/A, TS, 21.9,- 126.3,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,21,06,0,N/A, TS, 22.6,- 127.2,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,21,12,0,N/A, TS, 23.4,- 128.2,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,21,18,0,N/A, TS, 24.3,- 129.5,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,22,00,0,N/A, TS, 25.1,- 130.8,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,22,06,0,N/A, TS, 25.9,- 132.0,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1972,ESTELLE,31,1972,08,22,12,0,N/A, TS, 26.7,- 133.2,  35, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,20,00,0,N/A, TS, 10.9,- 104.4,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,20,06,0,N/A, TS, 11.2,- 104.8,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,20,12,0,N/A, TS, 11.3,- 105.3,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,20,18,0,N/A, TS, 11.6,- 106.5,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,21,00,0,N/A, TS, 11.9,- 107.8,  50, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,21,06,0,N/A, TS, 12.3,- 108.8,  50, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,21,12,0,N/A, TS, 12.7,- 109.7,  50, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,21,18,0,N/A, TS, 13.0,- 110.3,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,22,00,0,N/A, HU, 13.2,- 110.8,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,22,06,0,N/A, HU, 13.5,- 111.7,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,22,12,0,N/A, HU, 13.8,- 112.6,  70, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,22,18,0,N/A, HU, 14.7,- 114.1,  85,  950, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,23,00,0,N/A, HU, 15.7,- 115.6,  85, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,23,06,0,N/A, HU, 16.1,- 116.9,  85, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,23,12,0,N/A, HU, 16.6,- 118.2,  85, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,23,18,0,N/A, HU, 17.1,- 119.4,  85,  948, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,24,00,0,N/A, HU, 17.5,- 120.5,  90, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,24,06,0,N/A, HU, 17.7,- 121.8,  90, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,24,12,0,N/A, HU, 17.7,- 123.3, 100, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,24,18,0,N/A, HU, 17.8,- 125.1,  90,  964, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,25,00,0,N/A, HU, 18.0,- 126.8,  90, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,25,06,0,N/A, HU, 18.3,- 128.8,  90, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,25,12,0,N/A, HU, 18.6,- 130.8,  90, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,25,18,0,N/A, HU, 19.1,- 132.8,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,26,00,0,N/A, HU, 19.6,- 134.8,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,26,06,0,N/A, HU, 19.8,- 136.1,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,26,12,0,N/A, TS, 19.9,- 137.5,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,26,18,0,N/A, TS, 19.8,- 139.0,  60, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,27,00,0,N/A, TS, 19.8,- 140.4,  50,  992, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,27,06,0,N/A, TS, 19.9,- 141.9,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,27,12,0,N/A, TS, 20.1,- 143.3,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,27,18,0,N/A, TS, 20.5,- 144.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,28,00,0,N/A, TS, 20.8,- 146.3,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,28,06,0,N/A, TS, 21.0,- 147.3,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,28,12,0,N/A, TS, 21.2,- 148.1,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,28,18,0,N/A, TS, 21.4,- 148.8,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,29,00,0,N/A, TS, 21.5,- 149.6,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,29,06,0,N/A, TS, 21.5,- 150.3,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,29,12,0,N/A, TS, 21.4,- 151.1,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,29,18,0,N/A, TS, 21.6,- 151.9,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,30,00,0,N/A, TS, 21.9,- 152.7,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,30,06,0,N/A, TS, 22.3,- 153.3,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,30,12,0,N/A, TS, 22.8,- 153.8,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,30,18,0,N/A, TS, 23.2,- 154.1,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,31,00,0,N/A, TS, 23.7,- 154.4,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,31,06,0,N/A, TS, 24.1,- 155.0,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,31,12,0,N/A, TS, 24.3,- 155.3,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,08,31,18,0,N/A, TS, 24.5,- 156.0,  35, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1972,FERNANDA,49,1972,09,01,00,0,N/A, TD, 25.7,- 156.3,  25, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,22,00,0,N/A, TD, 10.0,-  97.8,  30, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,22,06,0,N/A, TD, 10.0,-  98.9,  30, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,22,12,0,N/A, TS, 10.2,- 100.1,  35, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,22,18,0,N/A, TS, 10.4,- 101.4,  35, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,23,00,0,N/A, TS, 10.9,- 102.6,  35, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,23,06,0,N/A, TS, 11.4,- 103.3,  35, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,23,12,0,N/A, TS, 12.1,- 103.9,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,23,18,0,N/A, TS, 12.8,- 104.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,24,00,0,N/A, TS, 13.6,- 105.7,  50, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,24,06,0,N/A, TS, 14.4,- 106.2,  50, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,24,12,0,N/A, TS, 15.1,- 106.6,  55, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,24,18,0,N/A, HU, 15.8,- 106.9,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,25,00,0,N/A, HU, 16.4,- 107.2,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,25,06,0,N/A, HU, 16.6,- 107.5,  70, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,25,12,0,N/A, HU, 16.7,- 107.8,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,25,18,0,N/A, HU, 17.0,- 108.2,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,26,00,0,N/A, HU, 17.3,- 108.6,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,26,06,0,N/A, HU, 17.7,- 109.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,26,12,0,N/A, HU, 18.0,- 109.5,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,26,18,0,N/A, HU, 18.2,- 110.0,  85,  941, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,27,00,0,N/A, HU, 18.3,- 110.6,  95, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,27,06,0,N/A, HU, 18.5,- 111.2,  95, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,27,12,0,N/A, HU, 18.8,- 111.9, 110, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,27,18,0,N/A, HU, 19.1,- 112.7, 110, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,28,00,0,N/A, HU, 19.6,- 113.3, 100, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,28,06,0,N/A, HU, 20.6,- 114.1, 100, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,28,12,0,N/A, HU, 21.8,- 115.0, 100, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,28,18,0,N/A, HU, 22.5,- 115.6,  65,  962, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,29,00,0,N/A, HU, 23.3,- 116.2,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,29,06,0,N/A, TS, 24.3,- 117.0,  50, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,29,12,0,N/A, TS, 25.4,- 117.8,  50, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,29,18,0,N/A, TS, 26.5,- 118.6,  50, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,30,00,0,N/A, TS, 27.6,- 119.4,  50, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,30,06,0,N/A, TS, 28.3,- 119.8,  50,  999, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,30,12,0,N/A, TS, 28.9,- 120.2,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,30,18,0,N/A, TS, 29.2,- 120.5,  35, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,07,1972,GWEN,37,1972,08,31,00,0,N/A, TD, 29.4,- 120.7,  30, 1006, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,28,00,0,N/A, TD, 10.9,-  94.1,  25, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,28,06,0,N/A, TD, 10.7,-  94.9,  25, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,28,12,0,N/A, TD, 10.5,-  95.8,  25, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,28,18,0,N/A, TD, 10.4,-  96.6,  25, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,29,00,0,N/A, TD, 10.4,-  97.5,  30, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,29,06,0,N/A, TD, 10.5,-  98.4,  30, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,29,12,0,N/A, TD, 10.9,-  99.4,  30, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,29,18,0,N/A, TS, 11.7,- 101.2,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,30,00,0,N/A, TS, 12.6,- 103.0,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,30,06,0,N/A, TS, 13.1,- 104.0,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,30,12,0,N/A, TS, 13.6,- 104.9,  40, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,30,18,0,N/A, HU, 14.0,- 105.9,  80,  984, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,31,00,0,N/A, HU, 14.4,- 106.9,  80, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,31,06,0,N/A, HU, 14.9,- 108.1,  80, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,31,12,0,N/A, HU, 15.3,- 109.4,  85, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,08,31,18,0,N/A, HU, 15.5,- 110.8, 110,  972, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,01,00,0,N/A, HU, 15.8,- 112.2, 110, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,01,06,0,N/A, HU, 16.2,- 113.6, 110, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,01,12,0,N/A, HU, 16.7,- 114.9, 110, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,01,18,0,N/A, HU, 17.1,- 116.0, 100, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,02,00,0,N/A, HU, 17.5,- 117.1,  95, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,02,06,0,N/A, HU, 17.9,- 118.2,  95, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,02,12,0,N/A, HU, 18.2,- 119.2,  95, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,02,18,0,N/A, HU, 18.6,- 120.0,  85,  962, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,03,00,0,N/A, HU, 19.1,- 120.7,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,03,06,0,N/A, HU, 19.6,- 121.7,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,08,1972,HYACINTH,41,1972,09,03,12,0,N/A, HU, 20.3,- 122.6,  65, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
